barometer1	barometer2	insideTemperature	ambientTemperature	light	gyroscope1	gyroscope2	gyroscope3	accelerometer1	accelerometer2	accelerometer3	timestamp
22.54	999.59	22.46875	18.25	1.12	4.5928955078125	6.37054443359375	2.1209716796875	0.046875	-0.0263671875	-0.9892578125	1512055223837
22.54	999.59	22.46875	18.25	0.88	4.5928955078125	6.37054443359375	2.1209716796875	0.046875	-0.0263671875	-0.9892578125	1512055224106
22.54	999.59	22.46875	18.5	0.88	4.5928955078125	6.37054443359375	2.1209716796875	0.046875	-0.0263671875	-0.9892578125	1512055224713
22.52	999.59	22.46875	18.5	0.88	4.5928955078125	6.37054443359375	2.1209716796875	0.046875	-0.0263671875	-0.9892578125	1512055225118
22.52	999.59	22.46875	18.5	0.88	4.5928955078125	6.37054443359375	2.1209716796875	0.105712890625	0.017578125	-0.9951171875	1512055225389
22.52	999.59	22.46875	18.5	0.88	4.5928955078125	6.37054443359375	2.1209716796875	0.105712890625	0.017578125	-0.9951171875	1512055225659
22.52	999.59	22.46875	18.5	0.88	5.56182861328125	0.396728515625	4.35638427734375	0.105712890625	0.017578125	-0.9951171875	1512055225929
22.52	999.59	22.46875	18.5	0.72	5.56182861328125	0.396728515625	4.35638427734375	0.105712890625	0.017578125	-0.9951171875	1512055226198
22.52	999.59	22.46875	18.65625	0.72	5.56182861328125	0.396728515625	4.35638427734375	0.105712890625	0.017578125	-0.9951171875	1512055226806
22.53	999.59	22.46875	18.65625	0.72	5.56182861328125	0.396728515625	4.35638427734375	0.105712890625	0.017578125	-0.9951171875	1512055227211
22.53	999.59	22.46875	18.65625	0.72	5.56182861328125	0.396728515625	4.35638427734375	0.086669921875	0.08935546875	-1.006591796875	1512055227482
22.53	999.59	22.46875	18.65625	0.72	5.56182861328125	0.396728515625	4.35638427734375	0.086669921875	0.08935546875	-1.006591796875	1512055227752
22.53	999.59	22.46875	18.65625	0.72	4.2724609375	-8.32366943359375	-13.51165771484375	0.086669921875	0.08935546875	-1.006591796875	1512055228022
22.53	999.59	22.46875	18.65625	0.88	4.2724609375	-8.32366943359375	-13.51165771484375	0.086669921875	0.08935546875	-1.006591796875	1512055228291
22.53	999.59	22.46875	18.4375	0.88	4.2724609375	-8.32366943359375	-13.51165771484375	0.086669921875	0.08935546875	-1.006591796875	1512055228898
22.52	999.58	22.46875	18.4375	0.88	4.2724609375	-8.32366943359375	-13.51165771484375	0.086669921875	0.08935546875	-1.006591796875	1512055229303
22.52	999.58	22.46875	18.4375	0.88	4.2724609375	-8.32366943359375	-13.51165771484375	0.07080078125	0.033935546875	-0.923828125	1512055229574
22.52	999.58	22.46875	18.4375	0.88	4.2724609375	-8.32366943359375	-13.51165771484375	0.07080078125	0.033935546875	-0.923828125	1512055229844
22.52	999.58	22.46875	18.4375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.07080078125	0.033935546875	-0.923828125	1512055230114
22.52	999.58	22.46875	18.4375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.07080078125	0.033935546875	-0.923828125	1512055230383
22.52	999.58	22.46875	18.59375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.07080078125	0.033935546875	-0.923828125	1512055230991
22.52	999.58	22.46875	18.59375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.07080078125	0.033935546875	-0.923828125	1512055231396
22.52	999.58	22.46875	18.59375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.10009765625	-0.066650390625	-0.932373046875	1512055231667
22.52	999.58	22.46875	18.59375	0.88	7.904052734375	0.29754638671875	-9.31549072265625	0.10009765625	-0.066650390625	-0.932373046875	1512055231937
22.52	999.58	22.46875	18.59375	0.88	7.75146484375	-5.889892578125	-1.30462646484375	0.10009765625	-0.066650390625	-0.932373046875	1512055232207
22.52	999.58	22.46875	18.59375	0.72	7.75146484375	-5.889892578125	-1.30462646484375	0.10009765625	-0.066650390625	-0.932373046875	1512055232476
22.52	999.58	22.46875	18.6875	0.72	7.75146484375	-5.889892578125	-1.30462646484375	0.10009765625	-0.066650390625	-0.932373046875	1512055233083
22.52	999.63	22.46875	18.6875	0.72	7.75146484375	-5.889892578125	-1.30462646484375	0.10009765625	-0.066650390625	-0.932373046875	1512055233488
22.52	999.63	22.46875	18.6875	0.72	7.75146484375	-5.889892578125	-1.30462646484375	0.187744140625	-0.0849609375	-1.013671875	1512055233759
22.52	999.63	22.46875	18.6875	0.72	7.75146484375	-5.889892578125	-1.30462646484375	0.187744140625	-0.0849609375	-1.013671875	1512055234029
22.52	999.63	22.46875	18.6875	0.72	6.26373291015625	-2.44903564453125	0.579833984375	0.187744140625	-0.0849609375	-1.013671875	1512055234299
22.52	999.63	22.46875	18.6875	0.88	6.26373291015625	-2.44903564453125	0.579833984375	0.187744140625	-0.0849609375	-1.013671875	1512055234568
22.52	999.63	22.46875	18.53125	0.88	6.26373291015625	-2.44903564453125	0.579833984375	0.187744140625	-0.0849609375	-1.013671875	1512055235176
22.51	999.57	22.46875	18.53125	0.88	6.26373291015625	-2.44903564453125	0.579833984375	0.187744140625	-0.0849609375	-1.013671875	1512055235648
22.51	999.57	22.46875	18.53125	0.88	6.26373291015625	-2.44903564453125	0.579833984375	0.115234375	-0.015869140625	-0.906494140625	1512055235919
22.51	999.57	22.46875	18.53125	0.88	6.26373291015625	-2.44903564453125	0.579833984375	0.115234375	-0.015869140625	-0.906494140625	1512055236189
22.51	999.57	22.46875	18.53125	0.88	9.77325439453125	-6.70623779296875	-4.44793701171875	0.115234375	-0.015869140625	-0.906494140625	1512055236459
22.51	999.57	22.46875	18.53125	0.72	9.77325439453125	-6.70623779296875	-4.44793701171875	0.115234375	-0.015869140625	-0.906494140625	1512055236728
22.51	999.57	22.46875	18.46875	0.72	9.77325439453125	-6.70623779296875	-4.44793701171875	0.115234375	-0.015869140625	-0.906494140625	1512055237336
22.5	999.57	22.46875	18.46875	0.72	9.77325439453125	-6.70623779296875	-4.44793701171875	0.115234375	-0.015869140625	-0.906494140625	1512055237741
22.5	999.57	22.46875	18.46875	0.72	9.77325439453125	-6.70623779296875	-4.44793701171875	0.117919921875	0.04296875	-0.944091796875	1512055238012
22.5	999.57	22.46875	18.46875	0.72	9.77325439453125	-6.70623779296875	-4.44793701171875	0.117919921875	0.04296875	-0.944091796875	1512055238282
22.5	999.57	22.46875	18.46875	0.72	5.7525634765625	-6.4239501953125	-11.66534423828125	0.117919921875	0.04296875	-0.944091796875	1512055238552
22.5	999.57	22.46875	18.46875	0.88	5.7525634765625	-6.4239501953125	-11.66534423828125	0.117919921875	0.04296875	-0.944091796875	1512055238821
22.5	999.57	22.46875	18.40625	0.88	5.7525634765625	-6.4239501953125	-11.66534423828125	0.117919921875	0.04296875	-0.944091796875	1512055239428
22.52	999.54	22.46875	18.40625	0.88	5.7525634765625	-6.4239501953125	-11.66534423828125	0.117919921875	0.04296875	-0.944091796875	1512055239833
22.52	999.54	22.46875	18.40625	0.88	5.7525634765625	-6.4239501953125	-11.66534423828125	0.0478515625	0.079345703125	-1.010009765625	1512055240104
22.52	999.54	22.46875	18.40625	0.88	5.7525634765625	-6.4239501953125	-11.66534423828125	0.0478515625	0.079345703125	-1.010009765625	1512055240374
22.52	999.54	22.46875	18.40625	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.0478515625	0.079345703125	-1.010009765625	1512055240644
22.52	999.54	22.46875	18.40625	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.0478515625	0.079345703125	-1.010009765625	1512055240913
22.52	999.54	22.4375	18.5	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.0478515625	0.079345703125	-1.010009765625	1512055241588
22.5	999.56	22.4375	18.5	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.0478515625	0.079345703125	-1.010009765625	1512055241993
22.5	999.56	22.4375	18.5	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.16748046875	-0.12841796875	-0.962890625	1512055242264
22.5	999.56	22.4375	18.5	0.88	-0.67138671875	-15.899658203125	-6.927490234375	0.16748046875	-0.12841796875	-0.962890625	1512055242534
22.5	999.56	22.4375	18.5	0.88	7.77435302734375	-14.9688720703125	-3.73077392578125	0.16748046875	-0.12841796875	-0.962890625	1512055242804
22.5	999.56	22.4375	18.5	0.72	7.77435302734375	-14.9688720703125	-3.73077392578125	0.16748046875	-0.12841796875	-0.962890625	1512055243073
22.5	999.56	22.4375	18.40625	0.72	7.77435302734375	-14.9688720703125	-3.73077392578125	0.16748046875	-0.12841796875	-0.962890625	1512055243681
22.5	999.59	22.4375	18.40625	0.72	7.77435302734375	-14.9688720703125	-3.73077392578125	0.16748046875	-0.12841796875	-0.962890625	1512055244086
22.5	999.59	22.4375	18.40625	0.72	7.77435302734375	-14.9688720703125	-3.73077392578125	0.15185546875	-0.04638671875	-1.0048828125	1512055244357
22.5	999.59	22.4375	18.40625	0.72	7.77435302734375	-14.9688720703125	-3.73077392578125	0.15185546875	-0.04638671875	-1.0048828125	1512055244627
22.5	999.59	22.4375	18.40625	0.72	1.7547607421875	-19.775390625	-6.87408447265625	0.15185546875	-0.04638671875	-1.0048828125	1512055244964
